54 8 89
15 23 2
28 74 27
81 64 93
13 91 90
37 67 69
87 72 83
46 95 36
91 94 21
23 58 11
79 84 7
16 39 72
83 56 22
72 99 45
25 51 36
39 6 45
69 72 31
95 59 52
15 35 83
31 82 26
75 26 98
59 41 38
70 14 36
72 34 60
88 49 24
6 96 61
81 23 64
41 78 77
80 12 3
16 99 7
15 10 24
77 71 74
57 4 87
77 63 69
77 58 98
75 52 84
51 17 55
53 70 12
54 73 58
97 24 32
70 73 72
32 58 15
72 67 16
89 12 36
14 62 93
17 77 56
4 78 15
77 14 61
11 45 9
77 83 17
48 97 60
44 57 50
58 36 93
66 71 42
16 2 93
21 59 20
64 53 28
98 23 88
91 47 99
56 76 30
25 75 16
75 87 70
16 81 27
65 80 99
75 27 89
50 22 72
32 1 6
58 90 35
96 23 53
24 64 38
45 21 55
80 5 7
65 93 50
11 64 26
26 57 15
70 13 54
55 72 16
33 83 97
38 86 35
4 26 52
78 50 43
26 27 19
67 72 41
80 81 43
6 28 37
64 10 32
37 32 11
97 58 75
31 22 53
40 63 21
21 58 82
95 67 14
55 21 17
26 96 74
61 51 49
60 42 1
94 28 14
40 25 85
13 21 3
61 95 99
89 72 29
94 77 17
61 23 48
81 18 60
85 77 59
64 2 31
6 54 84
95 94 22
20 42 6
56 99 14
65 19 48
22 18 99
82 7 33
2 92 60
91 61 56
18 44 90
12 1 48
50 89 86
95 57 90
84 58 17
31 82 28
20 32 56
2 57 13
18 75 78
33 70 40
68 88 14
90 51 20
18 67 81
26 80 71
92 43 38
44 66 24
22 27 17
80 97 5
91 88 21
94 95 17
73 71 52
10 41 31
95 29 83
72 40 28
51 36 22
97 19 98
63 42 2
20 7 90
96 99 48
77 16 13
50 90 91
31 38 63
24 27 19
47 5 93
67 8 55
95 5 35
98 43 72
72 73 95
58 38 6
79 5 73
66 89 35
33 93 25
5 91 92
60 12 76
26 12 86
43 28 34
38 74 58
25 55 42
48 1 96
55 38 50
37 82 15
31 9 72
48 5 73
58 87 68
30 64 36
26 56 17
17 55 68
91 98 89
10 94 96
19 18 69
93 24 78
75 70 88
82 6 66
8 87 50
45 61 36
68 77 95
77 30 93
43 17 30
88 85 87
12 56 43
14 3 13
57 52 2
50 96 2
85 41 57
88 21 51
93 65 2
6 89 95
27 78 64
91 49 8
47 99 73
55 30 85
29 63 97
43 9 56
55 93 53
66 30 57
69 54 55
6 37 78
82 6 24
72 58 15
16 39 34
5 90 24
33 30 87
62 77 61
57 9 59
76 67 27
76 72 81
87 54 79
85 99 27
4 73 63
1 41 59
18 37 12
61 1 24
67 11 85
52 2 28
59 99 37
20 73 51
49 27 11
28 60 10
11 1 63
46 52 9
22 92 74
51 47 66
56 24 5
66 65 34
5 91 96
46 30 56
20 98 13
30 99 7
98 19 30
22 74 64
82 91 27
10 19 26
82 67 17
85 79 34
84 38 78
52 33 50
50 45 49
55 32 3
78 34 81
85 26 29
44 22 68
60 59 13
5 60 22
19 74 76
25 41 39
60 25 65
75 60 70
58 21 22
65 42 28
82 89 7
36 35 40
77 17 54
46 44 21
78 72 33
17 10 57
97 43 52
24 52 22
29 45 94
70 92 5
60 33 6
14 46 24
36 35 85
66 94 36
32 6 74
16 85 69
44 15 86
77 73 43
86 78 5
5 3 10
39 9 15
91 7 71
40 35 13
32 10 18
26 55 80
62 55 10
66 82 23
68 58 1
97 95 37
17 28 32
82 26 13
66 76 68
96 12 51
90 80 96
63 66 25
60 61 48
48 90 54
97 45 51
90 16 8
66 93 42
87 16 85
58 66 57
57 85 82
74 89 18
4 1 18
86 3 68
23 59 97
53 72 26
93 37 7
93 14 16
40 92 7
62 96 84
4 99 68
72 26 69
34 62 18
22 43 77
99 75 14
72 81 45
96 63 59
11 76 78
88 13 84
14 86 58
25 53 76
18 44 69
90 45 78
1 3 40
2 40 32
64 66 84
33 96 49
8 9 53
17 76 39
78 80 19
29 39 23
75 61 94
50 54 4
52 71 27
44 30 76
52 85 41
89 10 41
39 10 9
28 83 96
35 40 91
44 93 81
75 6 78
78 37 39
31 81 50
17 53 34
85 45 71
72 11 49
25 98 55
53 29 17
29 6 13
40 93 29
1 51 60
37 78 85
21 12 83
12 79 43
92 93 31
8 76 15
17 75 36
26 81 99
88 50 78
32 80 50
89 56 64
77 41 33
85 19 6
83 3 1
83 31 74
61 44 51
40 23 15
63 34 74
63 92 2
16 29 22
6 36 86
89 97 32
10 72 36
49 82 12
99 60 13
74 35 64
69 57 24
33 99 81
10 48 96
94 54 87
54 3 13
1 5 76
81 51 68
28 31 39
44 22 99
27 53 96
62 74 69
92 79 45
12 70 75
36 83 78
83 80 25
33 92 27
44 14 67
6 2 79
29 30 16
8 83 78
32 18 74
83 35 55
32 17 64
18 15 87
80 7 59
86 40 3
65 99 92
98 44 93
56 6 38
34 56 18
21 41 79
99 57 96
96 87 39
70 86 8
29 70 21
53 44 79
29 87 40
80 85 47
10 26 88
63 36 59
62 11 78
92 72 84
94 83 8
5 35 80
23 89 41
22 4 44
90 64 85
97 48 89
92 61 95
84 85 2
94 34 63
66 96 33
58 35 34
35 4 1
33 36 40
21 53 29
63 24 20
77 12 45
21 18 69
85 48 94
40 24 18
69 82 61
17 71 14
90 6 29
5 20 18
89 68 64
63 96 48
13 7 33
47 93 95
62 45 2
63 64 34
87 26 24
63 34 94
21 50 81
43 71 17
24 44 88
11 26 83
32 44 34
51 26 62
9 56 50
31 68 36
42 84 35
34 26 92
67 65 73
9 34 1
89 66 52
70 65 64
49 57 70
42 18 75
73 54 80
67 48 70
84 69 46
66 97 89
37 41 23
19 98 47
61 83 20
54 12 84
98 10 5
37 78 64
47 9 27
20 37 91
54 57 88
32 64 44
56 82 4
83 80 48
15 31 95
12 18 92
28 12 91
80 84 81
21 96 80
53 30 88
75 71 29
34 72 1
31 69 24
35 44 4
55 49 34
24 35 30
27 8 91
24 67 8
14 97 54
42 41 3
51 31 94
31 98 3
88 74 43
19 57 50
23 94 80
55 50 7
25 2 97
14 90 16
72 74 49
22 85 70
38 7 85
27 40 49
96 91 8
78 77 44
8 81 44
59 5 25
11 86 79
90 33 51
21 3 73
70 27 21
33 2 22
79 6 43
83 65 93
98 75 67
95 15 75
27 93 78
72 43 63
45 95 67
17 30 82
23 39 78
73 31 34
64 44 68
97 86 15
82 31 20
68 95 27
48 50 96
94 65 81
56 67 65
8 47 67
62 81 96
81 8 69
11 69 51
72 4 33
23 75 93
82 20 26
4 36 11
63 67 70
49 34 18
46 9 38
32 57 76
96 72 34
11 27 83
22 31 8
76 87 44
24 95 3
5 60 27
46 59 43
74 43 92
92 1 38
93 37 69
61 19 67
6 34 25
98 70 49
11 30 2
97 36 93
34 43 98
25 54 81
28 72 22
79 19 21
30 40 65
28 70 46
40 44 95
32 8 36
61 31 10
98 30 96
71 13 62
74 84 76
70 82 48
10 92 15
31 9 33
42 8 2
40 64 18
42 35 62
63 18 40
11 36 51
95 31 94
65 69 54
13 12 78
98 93 52
43 40 5
66 98 50
35 58 52
95 67 37
34 84 89
72 37 51
60 28 27
46 77 81
95 28 64
91 70 60
19 9 28
18 40 23
37 83 2
44 21 89
32 94 79
47 45 8
10 62 64
67 82 93
27 77 6
6 95 4
42 70 30
86 51 69
68 8 40
8 96 46
65 30 32
61 11 41
32 6 16
8 72 30
49 15 91
13 36 77
42 14 41
86 30 97
48 31 64
4 11 33
57 12 9
7 71 69
86 24 5
80 46 19
5 90 84
72 11 51
9 51 6
52 28 48
90 72 61
61 7 68
29 54 94
14 80 48
67 1 83
96 94 56
2 32 66
34 48 88
83 92 97
68 6 21
47 59 9
3 30 97
61 64 39
19 22 81
77 35 16
36 18 41
29 80 26
66 29 86
49 87 59
94 7 18
10 74 4
35 18 33
42 23 29
33 37 6
35 93 3
66 21 16
18 49 33
77 14 81
43 41 89
63 24 99
41 22 12
89 40 80
88 62 66
14 24 90
12 16 41
28 80 10
17 31 99
49 29 97
70 79 36
68 14 11
84 64 62
31 72 61
82 51 20
96 2 4
10 99 30
57 13 20
93 5 65
95 29 97
84 71 13
88 98 81
47 15 78
66 16 67
87 30 99
82 3 98
75 19 83
81 31 40
83 18 78
48 25 72
15 93 56
30 73 3
89 2 41
87 90 96
18 72 59
70 96 80
14 24 54
77 67 93
49 51 23
52 66 21
33 52 68
71 25 80
51 70 2
16 74 99
62 2 57
32 92 74
19 2 76
60 42 98
62 60 96
62 47 37
12 7 49
79 75 36
12 74 55
32 57 4
1 82 54
84 74 35
65 38 42
82 83 42
71 11 50
92 59 87
36 4 34
96 16 85
84 30 79
57 56 9
53 70 9
51 38 3
81 86 46
13 14 19
39 2 3
82 94 3
4 58 7
4 64 84
47 80 6
79 14 99
38 11 94
14 48 78
90 32 29
72 4 44
45 8 18
62 70 26
88 72 69
79 38 69
72 74 60
91 7 74
36 75 59
33 30 25
24 40 38
70 36 47
27 79 22
27 98 1
97 79 31
82 61 17
7 94 46
1 96 24
52 80 95
75 7 55
22 14 64
20 34 49
50 48 68
34 58 28
85 82 93
60 97 13
95 43 55
92 38 70
6 28 31
96 59 89
40 25 84
12 55 48
82 96 60
10 18 90
16 99 92
78 41 75
75 95 33
20 16 9
55 57 11
26 56 85
61 80 12
2 65 98
22 28 46
28 14 38
59 76 79
33 17 39
94 58 43
38 81 5
76 78 16
42 90 65
2 84 38
44 91 19
62 96 63
76 18 28
55 35 69
69 16 17
12 59 68
72 67 52
67 58 57
18 40 59
52 24 3
41 98 3
97 35 39
62 10 19
24 25 76
62 6 1
58 24 61
96 43 24
79 49 90
43 79 18
14 38 67
43 34 50
65 48 97
23 28 36
61 77 11
16 35 69
39 15 20
85 21 35
63 67 78
7 40 66
57 55 22
40 94 11
22 19 48
4 80 91
31 89 88
37 99 55
3 49 26
25 19 92
3 51 36
84 27 26
61 14 40
70 47 71
27 67 84
23 50 18
41 46 69
1 88 2
87 67 3
51 34 39
71 15 2
52 99 16
28 33 74
16 23 88
28 78 13
1 69 27
62 92 29
28 33 29
42 58 76
69 44 83
13 66 55
46 22 84
14 8 49
16 31 12
66 52 62
93 64 26
8 86 23
97 49 13
58 18 17
76 26 40
91 7 61
55 34 80
32 11 91
73 46 39
4 19 43
39 40 29
48 16 24
39 54 14
23 82 12
98 15 21
24 79 84
48 81 66
37 43 35
2 10 35
2 35 33
9 87 47
43 93 77
96 16 25
41 38 51
22 52 83
50 58 96
97 26 41
76 26 82
18 59 15
46 44 16
15 6 45
94 20 95
14 71 81
45 83 97
71 49 7
16 22 64
87 16 73
51 93 61
28 63 29
5 12 55
4 42 78
45 13 50
66 80 17
31 14 53
46 44 88
36 34 6
54 43 75
28 43 6
48 26 24
69 95 48
87 88 8
7 90 20
65 64 45
55 76 16
76 59 91
39 38 21
79 12 5
16 75 2
97 69 19
85 22 38
27 69 13
8 93 18
87 31 65
75 95 10
50 5 54
31 99 32
83 12 65
28 61 80
26 94 52
77 52 80
36 62 77
1 38 74
57 91 45
21 66 43
68 18 91
39 36 60
38 13 30
86 98 70
70 36 27
88 20 92
36 39 38
24 59 9
28 93 37
54 63 93
28 18 3
90 91 36
51 72 87
49 42 15
81 36 28
41 75 27
3 77 71
18 65 6
90 4 42
46 52 93
52 67 74
50 54 11
40 10 55
39 14 70
54 94 23
4 83 69
57 71 55
64 2 30
26 85 67
18 83 3
37 61 34
60 58 51
82 77 7
8 48 13
17 55 4
84 1 93
39 25 16
75 36 76
24 50 4
52 56 46
36 23 54
80 38 18
51 86 67
23 17 94
41 69 9
13 81 9
68 25 31
7 58 36
91 2 27
62 98 27
94 71 89
31 87 88
70 74 34
48 66 6
66 93 86
6 44 82
22 90 13
36 56 66
99 69 21
4 45 78
80 88 34
9 3 29
85 39 21
95 92 14
34 50 2
26 96 21
40 66 58
67 94 81
87 23 18
58 90 59
79 85 11
33 16 38
94 11 66
70 60 8
5 87 28
24 41 89
16 60 24
23 72 80
86 9 60
81 40 85
33 10 96
94 89 47
20 4 60
43 75 59
88 90 85
61 86 60
69 91 82
43 82 78
43 71 54
93 67 71
30 96 38
47 17 63
77 9 57
70 39 49
32 69 50
74 12 69
19 79 6
10 3 96
47 93 11
59 31 20
9 30 15
40 59 53
66 4 25
87 40 27
11 26 54
76 40 90
88 78 17
22 98 44
75 67 94
69 82 38
34 28 40
65 31 76
75 2 26
50 8 46
94 58 61
61 24 22
6 53 31
77 43 39
59 29 26
6 86 77
64 20 81
42 28 68
21 35 13
21 80 45
78 54 72
75 94 14
74 53 4
97 24 31
72 98 69
42 47 48
85 10 34
17 44 52
59 47 30
49 67 51
71 45 97
34 58 74
58 55 17
51 45 67
73 71 51
17 75 73
46 79 37
61 36 83
30 20 79
71 68 91
49 1 50
51 72 76
52 12 85
58 68 25
75 49 53
69 65 89
73 64 41
75 85 96
15 23 28
65 38 33
10 8 68
23 88 16
55 73 9
41 38 73
6 23 7
42 9 31
79 47 97
43 15 59
67 26 59
82 30 33
61 50 9
76 50 58
19 3 40
46 10 26
46 89 92
55 81 45
51 24 46
63 96 28
66 60 52
20 1 33
5 74 31
89 75 16
29 80 2
83 20 39
64 34 83
74 49 94
63 80 73
17 47 40
58 83 55
99 64 44
66 31 65
46 14 49
27 31 29
49 66 89
92 45 49
17 59 73
15 6 54
3 60 4
94 34 74
98 81 50
68 69 99
46 22 73
5 81 4
63 19 51
57 66 39
16 65 38
48 43 92
5 98 38
85 48 33
12 94 64
77 32 83
41 50 53
19 64 15
53 46 61
61 79 42
93 36 64
33 91 60
66 19 58
99 85 10
55 2 43
59 33 84
97 74 11
58 52 79
91 89 67
21 29 33
96 39 68
4 64 14
29 47 84
93 57 18
95 58 4
22 36 17
93 58 52
56 92 5
15 6 60
73 37 71
37 23 61
71 9 92
72 91 80
33 29 82
85 21 65
37 62 79
29 2 21
58 97 96
39 49 13
78 15 17
81 2 85
26 39 83
41 86 13
43 34 53
83 99 2
52 90 77
8 80 4
42 62 87
20 52 6
52 89 53
50 8 13
25 27 95
49 66 97
78 63 36
29 66 30
59 84 69
3 35 96
83 56 12
61 75 94
66 77 44
40 28 8
68 50 11
10 80 78
33 15 93
26 30 48
93 87 21
88 97 56
18 39 12
77 9 50
8 39 41
5 72 96
16 17 11
75 95 67
37 54 72
62 88 24
99 35 64
11 93 5
36 55 8
56 54 25
2 91 33
64 35 94
16 79 88
5 31 99
61 77 51
97 91 60
7 30 38
83 71 57
37 59 2
89 46 84
63 19 66
51 90 49
25 48 7
28 16 93
86 75 14
26 39 37
64 26 63
93 33 20
26 21 45
98 56 38
22 96 51
24 57 89
80 83 41
42 79 36
40 7 3
25 26 55
40 55 86
86 73 59
71 28 69
3 70 82
27 61 5
11 8 12
98 70 49
11 41 35
25 64 66
49 39 68
88 36 87
34 90 50
10 75 5
68 44 91
8 28 78
6 54 13
11 84 57
5 76 66
41 58 92
83 23 32
45 4 41
89 78 24
40 4 22
85 48 96
46 99 77
88 70 50
33 38 29
82 27 93
70 36 49
25 39 71
51 80 38
24 84 86
92 60 52
48 84 17
31 20 85
30 55 84
26 37 60
95 14 62
84 63 38
2 6 48
95 50 76
2 83 57
55 29 49
38 53 98
52 85 19
58 1 75
92 59 1
71 70 65
74 45 29
98 34 46
88 8 92
79 58 41
85 21 88
82 40 70
30 35 84
83 5 24
92 62 61
18 93 86
17 88 61
30 28 62
6 77 8
2 43 19
47 64 38
83 88 94
50 68 71
70 42 98
27 62 89
49 58 20
10 15 46
7 23 27
15 49 24
65 19 52
20 3 23
25 90 66
90 74 68
15 23 37
73 13 45
34 2 77
6 61 46
67 22 1
9 65 83
19 23 67
20 5 47
26 57 37
90 39 86
71 56 43
44 50 85
27 73 11
19 82 43
24 64 60
67 79 73
65 8 53
97 8 81
37 30 88
76 60 3
57 23 89
97 77 16
24 88 76
42 37 19
63 13 38
22 87 55
73 34 51
84 25 12
72 4 12
23 67 98
9 83 86
27 21 49
11 14 59
1 83 37
10 86 92
68 81 32
59 17 2
10 17 75
68 39 65
96 78 8
38 90 20
96 91 36
34 57 90
91 26 69
89 7 26
39 91 5
11 7 14
89 59 56
20 35 12
12 94 52
94 59 9
79 83 87
95 22 90
10 1 55
73 64 89
61 14 98
59 56 93
7 62 51
22 82 32
8 82 47
98 65 36
11 6 89
48 86 2
21 61 98
37 36 16
54 66 64
92 48 84
24 66 20
79 72 52
69 37 77
80 98 76
83 5 59
61 38 82
4 23 54
62 79 6
58 67 44
3 65 51
56 37 71
82 59 66
42 14 79
72 48 35
89 59 26
40 58 64
70 15 79
77 45 24
63 84 25
73 27 5
10 48 81
19 23 53
86 7 40
52 99 63
25 56 19
98 29 73
79 42 2
27 42 95
3 37 62
94 30 91
29 71 85
40 39 45
93 56 58
74 25 65
48 66 23
57 22 53
34 17 40
6 1 68
57 32 79
2 98 13
52 79 17
88 36 92
47 29 30
2 63 53
83 31 5
56 68 65
65 35 64
9 55 18
25 1 56
97 57 96
72 20 44
43 65 69
51 20 13
13 65 2
52 59 50
96 10 23
79 87 90
76 68 95
24 41 65
16 1 57
51 91 61
47 7 77
16 45 87
10 28 6
84 59 68
20 72 94
76 77 50
43 66 12
61 7 82
46 88 90
31 59 45
1 37 61
67 9 74
23 88 80
4 53 5
44 90 18
34 97 82
13 78 89
36 24 17
41 38 8
12 97 67
4 47 50
55 33 97
22 53 32
41 8 86
20 82 81
26 2 35
46 71 14
33 47 6
78 35 87
20 58 21
27 59 61
14 86 65
67 6 28
26 74 45
41 27 88
97 20 14
24 34 43
16 95 63
26 67 48
18 93 4
76 8 89
53 48 23
61 70 64
66 48 41
34 85 92
27 71 54
66 13 91
62 84 38
34 95 26
14 16 84
98 28 24
99 19 39
35 59 7
34 27 59
18 35 16
20 3 28
7 11 67
12 96 86
50 35 59
62 56 17
77 56 34
86 21 64
4 96 46
72 12 22
91 58 84
78 62 41
33 79 9
27 81 54
5 33 22
8 2 32
52 30 19
98 15 37
40 17 83
67 39 6
94 93 37
44 32 80
65 12 4
28 57 1
21 61 18
44 95 29
57 25 68
42 52 35
55 1 45
84 62 75
70 46 4
40 45 42
4 96 8
12 27 62
97 29 5
29 21 6
71 23 61
97 89 36
85 16 65
97 6 35
45 16 90
65 8 24
98 47 1
16 60 40
60 38 76
6 77 47
18 27 66
15 31 98
92 58 5
55 87 44
76 35 17
65 62 1
60 96 9
65 83 92
80 20 17
10 91 36
2 3 48
10 49 94
84 44 91
94 93 64
17 7 49
93 19 42
79 80 33
50 63 27
91 95 4
60 4 89
74 29 47
72 45 99
25 33 9
36 53 41
16 30 57
14 82 22
9 66 3
64 39 26
61 91 92
78 32 30
73 75 58
70 93 3
68 66 62
82 90 94
46 90 79
99 71 45
73 52 57
23 82 94
86 82 97
55 1 94
32 99 76
56 41 88
9 69 68
72 6 34
96 53 85
47 61 6
73 32 43
89 20 78
24 93 88
15 55 23
24 56 98
92 69 23
30 49 44
25 44 66
5 18 21
42 70 94
70 40 25
98 99 52
92 31 75
57 66 60
60 58 81
79 54 14
6 3 34
16 56 58
75 71 37
6 84 29
64 21 59
77 97 27
51 70 99
52 11 47
60 77 64
23 30 40
91 6 7
8 44 11
29 83 61
37 74 9
1 78 45
20 55 10
17 71 70
4 82 57
32 25 87
80 77 21
57 5 75
12 75 29
22 52 48
20 7 98
20 43 86
98 50 62
60 45 93
86 10 33
61 15 31
50 74 93
48 7 74
62 40 35
69 10 43
86 42 71
84 66 31
97 23 15
28 93 55
56 62 3
76 80 29
48 79 27
77 21 28
9 27 99
30 51 35
15 54 23
64 13 56
18 86 28
21 60 13
26 95 37
73 32 43
39 14 6
4 42 35
1 16 80
17 89 92
52 77 51
69 92 86
28 7 61
79 53 95
62 26 36
61 98 14
78 88 30
18 5 91
7 73 16
96 54 5
76 83 82
47 81 65
32 46 73
78 13 93
29 51 4
18 3 98
64 8 25
60 10 71
94 95 97
1 59 79
73 21 40
20 79 50
84 70 12
66 40 97
82 97 70
65 52 2
13 58 95
73 58 94
72 48 83
25 81 88
29 41 54
95 57 15
32 90 62
1 37 4
98 87 14
95 10 98
90 7 99
95 14 24
92 88 23
66 56 76
32 76 52
36 39 48
12 14 76
39 67 63
78 17 76
38 20 40
97 64 60
32 67 5
54 66 27
75 15 31
1 70 5
22 83 5
33 35 58
2 83 28
10 37 79
24 25 16
2 57 97
78 50 2
12 34 9
84 13 24
92 5 46
56 17 48
73 57 78
77 2 46
70 82 27
72 90 70
46 68 88
95 99 11
32 22 59
78 62 85
7 3 42
70 94 20
66 84 75
12 20 55
23 31 32
72 39 32
86 43 80
32 1 48
75 42 78
71 14 56
82 10 45
68 23 2
86 22 39
30 79 44
15 2 25
82 27 19
23 70 60
49 58 33
77 48 88
95 35 88
89 72 20
34 12 79
18 42 87
7 71 64
90 50 83
50 82 43
38 55 77
59 98 88
73 75 55
85 19 51
89 10 55
29 38 80
55 5 54
21 70 7
78 75 84
2 47 38
79 36 69
93 92 4
33 84 49
76 72 34
15 98 57
11 2 4
93 25 61
42 88 44
92 39 82
66 15 19
61 5 45
33 36 27
8 9 54
12 61 1
25 92 46
92 30 64
64 97 67
31 43 89
21 57 97
44 47 96
5 79 75
18 58 74
95 25 97
4 96 34
22 79 63
11 93 99
62 13 64
82 36 81
66 75 63
43 56 61
85 43 41
63 11 45
89 74 49
22 71 8
79 90 26
2 44 38
10 40 88
11 26 4
87 57 61
70 29 85
19 28 87
18 59 22
2 17 4
78 60 57
92 48 97
14 4 10
60 24 41
77 23 74
2 31 96
3 41 16
5 77 22
91 77 12
65 64 69
28 47 39
85 74 83
9 78 35
40 15 87
64 27 89
17 86 73
94 86 71
14 73 10
35 30 31
45 37 79
30 49 89
20 5 12
36 46 68
77 15 16
32 13 74
54 66 75
8 73 3
15 49 71
19 18 87
82 8 87
82 49 95
58 37 36
28 21 1
6 64 40
53 58 19
86 6 33
94 63 72
43 77 28
24 55 47
33 77 60
48 39 4
56 76 95
61 43 10
36 40 81
43 13 2
71 43 18
78 88 72
71 83 89
41 13 85
65 49 31
44 81 26
87 52 44
64 72 20
5 61 8
43 5 87
11 23 89
13 76 28
92 81 56
87 25 38
87 68 62
37 38 70
30 99 91
21 79 14
82 22 78
72 95 35
32 60 9
79 90 55
90 13 8
69 60 14
72 4 23
37 89 29
52 22 74
8 91 79
74 19 57
84 83 21
37 89 20
63 46 81
48 7 78
94 40 47
72 43 70
97 12 29
97 42 29
99 63 70
68 51 15
25 10 83
83 50 39
18 30 25
41 47 4
5 15 10
77 85 74
27 25 74
62 22 72
98 10 19
33 25 68
79 97 15
41 66 30
81 52 83
35 14 12
37 31 93
55 6 63
85 26 24
60 32 98
49 72 2
28 5 2
91 9 27
51 5 97
34 15 81
21 39 51
93 31 84
61 67 30
88 78 38
76 67 89
84 2 57
45 37 30
26 11 47
88 42 61
51 23 75
44 55 73
13 8 39
50 35 51
80 46 99
28 97 83
34 98 45
82 86 67
67 50 30
93 64 11
43 94 18
78 90 51
92 73 80
88 37 16
65 27 68
41 26 27
2 73 65
38 65 46
26 39 20
10 11 33
44 26 29
80 86 77
49 77 45
40 18 9
71 6 86
48 68 87
10 26 60
35 19 14
16 73 96
79 34 51
1 24 50
32 47 60
14 78 77
82 25 5
45 86 39
82 78 20
84 96 19
16 77 5
95 46 11
2 62 37
44 60 68
22 48 65
17 54 58
84 15 37
79 63 23
81 28 84
71 62 37
89 31 70
79 35 12
61 55 10
8 81 3
65 40 8
17 59 97
14 81 3
10 2 69
22 36 96
30 1 10
68 76 11
53 15 23
23 58 62
18 2 78
34 46 78
67 42 93
76 8 63
37 3 57
36 35 59
60 73 68
47 39 93
60 32 66
29 43 85
89 7 18
52 97 17
44 41 84
87 82 7
38 34 47
14 35 51
94 20 63
17 58 71
75 33 69
22 58 4
38 63 80
10 99 53
99 6 22
31 95 48
70 8 25
8 63 30
49 9 38
96 52 15
79 16 88
85 59 53
4 75 95
24 62 21
96 95 5
14 34 40
41 61 15
51 81 8
55 56 94
90 12 6
80 51 37
24 67 86
12 50 70
68 7 39
47 19 39
34 2 16
51 44 36
77 84 47
25 79 35
16 47 4
71 84 83
74 31 5
41 46 10
47 57 3
92 25 84
14 17 34
19 54 34
86 12 59
50 90 4
57 3 87
65 76 4
85 94 32
34 97 89
30 70 3
24 96 90
57 80 44
83 29 13
58 74 25
26 80 30
2 88 67
79 90 44
91 79 47
31 76 45
37 46 44
78 26 82
36 87 10
41 32 17
34 29 67
47 23 3
21 7 63
32 54 98
7 80 95
85 75 13
39 90 94
72 32 46
27 79 17
43 78 94
55 39 2
43 97 7
66 45 53
7 78 29
94 88 97
11 41 46
36 64 87
54 56 80
39 9 24
71 90 48
37 79 31
12 78 3
11 13 95
10 63 12
32 78 83
7 57 64
56 51 58
48 1 25
53 21 3
50 31 81
65 41 34
24 75 35
43 18 40
23 10 71
4 98 3
41 61 29
8 5 17
84 44 39
6 55 66
20 16 64
15 13 29
18 45 49
45 87 29
83 55 43
67 65 73
39 15 47
14 44 77
22 53 78
22 50 63
37 76 41
26 84 87
83 95 20
55 23 37
59 47 97
64 57 98
63 3 59
39 81 66
66 30 2
76 32 51
35 78 66
48 86 66
48 31 35
12 80 24
78 65 60
58 52 84
80 41 51
83 78 64
43 30 40
95 4 17
93 92 27
66 96 34
68 85 34
46 40 79
91 80 24
13 16 53
70 18 51
40 25 10
71 73 24
79 15 84
95 47 60
11 88 30
8 60 7
9 71 17
68 57 46
23 91 7
89 92 20
40 86 5
75 28 17
9 69 36
81 53 73
15 95 45
58 99 82
50 95 38
83 77 31
55 8 6
16 93 76
32 72 43
44 36 11
64 21 26
51 55 65
69 67 26
25 28 43
11 79 31
99 32 7
92 9 69
56 9 94
56 36 73
71 29 6
35 15 92
20 34 85
78 57 74
91 8 82
84 24 23
51 65 21
94 5 2
49 33 3
95 63 39
85 98 41
91 84 63
28 22 13
78 57 81
34 65 6
86 94 63
84 53 2
13 60 20
89 1 95
